CountryName,CountryISO3,Year,MetricName,Value,DataType,Source
Algeria,DZA,2023,GDPPerCapita_USD_Current,879,Estimate,GSMA Est
Algeria,DZA,2024,GDPPerCapita_USD_Current,NA,NA,NA
Algeria,DZA,2025,GDPPerCapita_USD_Current,885,Projection/Forecast,AfDB Forecast
Algeria,DZA,2019,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2020,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2021,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2022,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2023,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2024,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2025,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Algeria,DZA,2019,StartupEcosystemRank_GlobalScore,30.6,Estimate,WB Estimate
Algeria,DZA,2020,StartupEcosystemRank_GlobalScore,NA,NA,NA
Algeria,DZA,2021,StartupEcosystemRank_GlobalScore,11.7,Estimate,WB Estimate
Algeria,DZA,2022,StartupEcosystemRank_GlobalScore,66.1,Estimate,GSMA Est
Algeria,DZA,2023,StartupEcosystemRank_GlobalScore,NA,NA,NA
Algeria,DZA,2024,StartupEcosystemRank_GlobalScore,NA,NA,NA
Algeria,DZA,2025,StartupEcosystemRank_GlobalScore,NA,NA,NA
Algeria,DZA,2019,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2020,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2021,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2022,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2023,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2024,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2025,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2019,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2020,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2021,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2022,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2023,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2024,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2025,AIMarketSize_USD_Millions_Est,NA,NA,NA
Algeria,DZA,2019,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2020,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2021,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2022,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2023,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2024,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2025,NationalAIStrategy_Status,NA,NA,NA
Algeria,DZA,2019,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2020,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2021,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2022,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2023,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2024,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2025,AIPolicy_MaturityScore,NA,NA,NA
Algeria,DZA,2019,DataProtectionLaw_Status,Partial,Estimate,Internal Estimate
Algeria,DZA,2020,DataProtectionLaw_Status,NA,NA,NA
Algeria,DZA,2021,DataProtectionLaw_Status,NA,NA,NA
Algeria,DZA,2022,DataProtectionLaw_Status,Partial,Estimate,GSMA Est
Algeria,DZA,2023,DataProtectionLaw_Status,None,Estimate,GSMA Est
Algeria,DZA,2024,DataProtectionLaw_Status,NA,NA,NA
Algeria,DZA,2025,DataProtectionLaw_Status,NA,NA,NA
Algeria,DZA,2019,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2020,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2021,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2022,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2023,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2024,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2025,AIRegulation_Status,NA,NA,NA
Algeria,DZA,2019,DigitalStrategy_Status,None,Estimate,WB Estimate
Algeria,DZA,2020,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2021,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2022,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2023,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2024,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2025,DigitalStrategy_Status,NA,NA,NA
Algeria,DZA,2019,STEMGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2020,STEMGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2021,STEMGraduates_AnnualEst,28261,Estimate,GSMA Est
Algeria,DZA,2022,STEMGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2023,STEMGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2024,STEMGraduates_AnnualEst,6756,Estimate,WB Estimate
Algeria,DZA,2025,STEMGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2019,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2020,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2021,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2022,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2023,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2024,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2025,AIEducationPrograms_CountEst,NA,NA,NA
Algeria,DZA,2019,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2020,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2021,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2022,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2023,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2024,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2025,DataScientists_CountEst,NA,NA,NA
Algeria,DZA,2019,ICTGraduates_AnnualEst,5994,Estimate,WB Estimate
Algeria,DZA,2020,ICTGraduates_AnnualEst,20580,Estimate,WB Estimate
Algeria,DZA,2021,ICTGraduates_AnnualEst,40078,Estimate,Internal Estimate
Algeria,DZA,2022,ICTGraduates_AnnualEst,16866,Estimate,GSMA Est
Algeria,DZA,2023,ICTGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2024,ICTGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2025,ICTGraduates_AnnualEst,NA,NA,NA
Algeria,DZA,2019,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2020,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2021,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2022,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2023,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2024,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2025,ProgLang_Python_UsagePercentEst,NA,NA,NA
Algeria,DZA,2019,ProgLang_R_UsagePercentEst,3.04233005214728,Estimate,WB Estimate
Algeria,DZA,2020,ProgLang_R_UsagePercentEst,NA,NA,NA
Algeria,DZA,2021,ProgLang_R_UsagePercentEst,7.049081148651885,Estimate,Internal Estimate
Algeria,DZA,2022,ProgLang_R_UsagePercentEst,NA,NA,NA
Algeria,DZA,2023,ProgLang_R_UsagePercentEst,NA,NA,NA
Algeria,DZA,2024,ProgLang_R_UsagePercentEst,NA,NA,NA
Algeria,DZA,2025,ProgLang_R_UsagePercentEst,NA,NA,NA
Algeria,DZA,2019,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2020,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2021,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2022,ProgLang_Java_UsagePercentEst,19.389312660768844,Estimate,GSMA Est
Algeria,DZA,2023,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2024,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2025,ProgLang_Java_UsagePercentEst,NA,NA,NA
Algeria,DZA,2019,ProgLang_JavaScript_UsagePercentEst,44.45963227917733,Estimate,Internal Estimate
Algeria,DZA,2020,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Algeria,DZA,2021,ProgLang_JavaScript_UsagePercentEst,27.603345871847694,Estimate,Internal Estimate
Algeria,DZA,2022,ProgLang_JavaScript_UsagePercentEst,40.25289082783286,Estimate,Internal Estimate
Algeria,DZA,2023,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Algeria,DZA,2024,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Algeria,DZA,2025,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
Algeria,DZA,2019,ProgLang_Other_UsagePercentEst,12.356768386354885,Estimate,Internal Estimate
Algeria,DZA,2020,ProgLang_Other_UsagePercentEst,6.056624941347518,Estimate,Internal Estimate
Algeria,DZA,2021,ProgLang_Other_UsagePercentEst,NA,NA,NA
Algeria,DZA,2022,ProgLang_Other_UsagePercentEst,11.204436499167073,Estimate,GSMA Est
Algeria,DZA,2023,ProgLang_Other_UsagePercentEst,NA,NA,NA
Algeria,DZA,2024,ProgLang_Other_UsagePercentEst,NA,NA,NA
Algeria,DZA,2025,ProgLang_Other_UsagePercentEst,NA,NA,NA
Algeria,DZA,2019,AIAwarenessSurvey_PercentAware,71.1,Estimate,WB Estimate
Algeria,DZA,2020,AIAwarenessSurvey_PercentAware,NA,NA,NA
Algeria,DZA,2021,AIAwarenessSurvey_PercentAware,23.8,Estimate,Internal Estimate
Algeria,DZA,2022,AIAwarenessSurvey_PercentAware,NA,NA,NA
Algeria,DZA,2023,AIAwarenessSurvey_PercentAware,17.9,Estimate,Internal Estimate
Algeria,DZA,2024,AIAwarenessSurvey_PercentAware,NA,NA,NA
Algeria,DZA,2025,AIAwarenessSurvey_PercentAware,NA,NA,NA
Algeria,DZA,2019,AIPerception_NetSentimentScore,39.7,Estimate,WB Estimate
Algeria,DZA,2020,AIPerception_NetSentimentScore,NA,NA,NA
Algeria,DZA,2021,AIPerception_NetSentimentScore,NA,NA,NA
Algeria,DZA,2022,AIPerception_NetSentimentScore,NA,NA,NA
Algeria,DZA,2023,AIPerception_NetSentimentScore,12.8,Estimate,Internal Estimate
Algeria,DZA,2024,AIPerception_NetSentimentScore,15.6,Estimate,GSMA Est
Algeria,DZA,2025,AIPerception_NetSentimentScore,NA,NA,NA
Algeria,DZA,2019,TechnologyAdoption_Index,50.2,Estimate,WB Estimate
Algeria,DZA,2020,TechnologyAdoption_Index,NA,NA,NA
Algeria,DZA,2021,TechnologyAdoption_Index,66.8,Estimate,GSMA Est
Algeria,DZA,2022,TechnologyAdoption_Index,NA,NA,NA
Algeria,DZA,2023,TechnologyAdoption_Index,NA,NA,NA
Algeria,DZA,2024,TechnologyAdoption_Index,NA,NA,NA
Algeria,DZA,2025,TechnologyAdoption_Index,NA,NA,NA
Algeria,DZA,2019,AfrobarometerTechTrust_Score,NA,NA,NA
Algeria,DZA,2020,AfrobarometerTechTrust_Score,NA,NA,NA
Algeria,DZA,2021,AfrobarometerTechTrust_Score,NA,NA,NA
Algeria,DZA,2022,AfrobarometerTechTrust_Score,59.1,Estimate,WB Estimate
Algeria,DZA,2023,AfrobarometerTechTrust_Score,57.7,Estimate,WB Estimate
Algeria,DZA,2024,AfrobarometerTechTrust_Score,NA,NA,NA
Algeria,DZA,2025,AfrobarometerTechTrust_Score,NA,NA,NA
Algeria,DZA,2019,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2020,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2021,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2022,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2023,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2024,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Algeria,DZA,2025,ChatGPTUsage_EstimatedPenetration,NA,NA,NA
Angola,AGO,2019,InternetPenetration_Percent,44.6,Actual,WB Data
Angola,AGO,2020,InternetPenetration_Percent,70.7,Actual,Gov Stats
Angola,AGO,2021,InternetPenetration_Percent,76.0,Actual,ITU Data
Angola,AGO,2022,InternetPenetration_Percent,77.2,Estimate,GSMA Est
Angola,AGO,2023,InternetPenetration_Percent,NA,NA,NA
Angola,AGO,2024,InternetPenetration_Percent,49.7,Estimate,Internal Estimate
Angola,AGO,2025,InternetPenetration_Percent,NA,NA,NA
Angola,AGO,2019,MobilePhoneUsage_SubscriptionsPer100,81.2,Actual,ITU Data
Angola,AGO,2020,MobilePhoneUsage_SubscriptionsPer100,80.2,Actual,WB Data
Angola,AGO,2021,MobilePhoneUsage_SubscriptionsPer100,100.9,Actual,Gov Stats
Angola,AGO,2022,MobilePhoneUsage_SubscriptionsPer100,81.7,Actual,WB Data
Angola,AGO,2023,MobilePhoneUsage_SubscriptionsPer100,86.5,Estimate,Internal Estimate
Angola,AGO,2024,MobilePhoneUsage_SubscriptionsPer100,110.3,Estimate,WB Estimate
Angola,AGO,2025,MobilePhoneUsage_SubscriptionsPer100,NA,NA,NA
Angola,AGO,2019,BroadbandAccess_FixedSubscriptionsPer100,67.3,Estimate,GSMA Est
Angola,AGO,2020,BroadbandAccess_FixedSubscriptionsPer100,13.2,Estimate,Internal Estimate
Angola,AGO,2021,BroadbandAccess_FixedSubscriptionsPer100,9.0,Estimate,GSMA Est
Angola,AGO,2022,BroadbandAccess_FixedSubscriptionsPer100,69.0,Estimate,Internal Estimate
Angola,AGO,2023,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
Angola,AGO,2024,BroadbandAccess_FixedSubscriptionsPer100,67.3,Estimate,GSMA Est
Angola,AGO,2025,BroadbandAccess_FixedSubscriptionsPer100,NA,NA,NA
Angola,AGO,2019,ElectricityAccess_PercentPopulation,94.4,Actual,Gov Stats
Angola,AGO,2020,ElectricityAccess_PercentPopulation,70.2,Actual,ITU Data
Angola,AGO,2021,ElectricityAccess_PercentPopulation,40.4,Actual,Gov Stats
Angola,AGO,2022,ElectricityAccess_PercentPopulation,71.7,Actual,WB Data
Angola,AGO,2023,ElectricityAccess_PercentPopulation,74.2,Estimate,GSMA Est
Angola,AGO,2024,ElectricityAccess_PercentPopulation,74.1,Estimate,WB Estimate
Angola,AGO,2025,ElectricityAccess_PercentPopulation,NA,NA,NA
Angola,AGO,2019,CloudInfra_Score,63.8,Estimate,GSMA Est
Angola,AGO,2020,CloudInfra_Score,NA,NA,NA
Angola,AGO,2021,CloudInfra_Score,31.5,Estimate,WB Estimate
Angola,AGO,2022,CloudInfra_Score,NA,NA,NA
Angola,AGO,2023,CloudInfra_Score,57.9,Estimate,Internal Estimate
Angola,AGO,2024,CloudInfra_Score,NA,NA,NA
Angola,AGO,2025,CloudInfra_Score,NA,NA,NA
Angola,AGO,2019,GDPPerCapita_USD_Current,2429,Actual,WB Data
Angola,AGO,2020,GDPPerCapita_USD_Current,2625,Actual,ITU Data
Angola,AGO,2021,GDPPerCapita_USD_Current,803,Actual,ITU Data
Angola,AGO,2022,GDPPerCapita_USD_Current,2498,Actual,ITU Data
Angola,AGO,2023,GDPPerCapita_USD_Current,865,Estimate,Internal Estimate
Angola,AGO,2024,GDPPerCapita_USD_Current,NA,NA,NA
Angola,AGO,2025,GDPPerCapita_USD_Current,985,Projection/Forecast,WB Forecast
Angola,AGO,2019,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2020,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2021,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2022,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2023,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2024,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2025,AIStartupFunding_USD_Millions_AnnualizedEst,NA,NA,NA
Angola,AGO,2019,StartupEcosystemRank_GlobalScore,NA,NA,NA
Angola,AGO,2020,StartupEcosystemRank_GlobalScore,16.6,Estimate,WB Estimate
Angola,AGO,2021,StartupEcosystemRank_GlobalScore,NA,NA,NA
Angola,AGO,2022,StartupEcosystemRank_GlobalScore,59.0,Estimate,WB Estimate
Angola,AGO,2023,StartupEcosystemRank_GlobalScore,NA,NA,NA
Angola,AGO,2024,StartupEcosystemRank_GlobalScore,NA,NA,NA
Angola,AGO,2025,StartupEcosystemRank_GlobalScore,NA,NA,NA
Angola,AGO,2019,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2020,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2021,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2022,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2023,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2024,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2025,TechInvestment2024_USD_Millions_Est,NA,NA,NA
Angola,AGO,2019,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2020,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2021,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2022,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2023,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2024,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2025,AIMarketSize_USD_Millions_Est,NA,NA,NA
Angola,AGO,2019,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2020,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2021,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2022,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2023,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2024,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2025,NationalAIStrategy_Status,NA,NA,NA
Angola,AGO,2019,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2020,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2021,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2022,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2023,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2024,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2025,AIPolicy_MaturityScore,NA,NA,NA
Angola,AGO,2019,DataProtectionLaw_Status,NA,NA,NA
Angola,AGO,2020,DataProtectionLaw_Status,Partial,Estimate,GSMA Est
Angola,AGO,2021,DataProtectionLaw_Status,None,Estimate,Internal Estimate
Angola,AGO,2022,DataProtectionLaw_Status,NA,NA,NA
Angola,AGO,2023,DataProtectionLaw_Status,NA,NA,NA
Angola,AGO,2024,DataProtectionLaw_Status,NA,NA,NA
Angola,AGO,2025,DataProtectionLaw_Status,NA,NA,NA
Angola,AGO,2019,AIRegulation_Status,NA,NA,NA
Angola,AGO,2020,AIRegulation_Status,NA,NA,NA
Angola,AGO,2021,AIRegulation_Status,NA,NA,NA
Angola,AGO,2022,AIRegulation_Status,NA,NA,NA
Angola,AGO,2023,AIRegulation_Status,NA,NA,NA
Angola,AGO,2024,AIRegulation_Status,NA,NA,NA
Angola,AGO,2025,AIRegulation_Status,NA,NA,NA
Angola,AGO,2019,DigitalStrategy_Status,None,Estimate,Internal Estimate
Angola,AGO,2020,DigitalStrategy_Status,None,Estimate,WB Estimate
Angola,AGO,2021,DigitalStrategy_Status,NA,NA,NA
Angola,AGO,2022,DigitalStrategy_Status,None,Estimate,GSMA Est
Angola,AGO,2023,DigitalStrategy_Status,NA,NA,NA
Angola,AGO,2024,DigitalStrategy_Status,NA,NA,NA
Angola,AGO,2025,DigitalStrategy_Status,NA,NA,NA
Angola,AGO,2019,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2020,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2021,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2022,STEMGraduates_AnnualEst,28658,Estimate,Internal Estimate
Angola,AGO,2023,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2024,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2025,STEMGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2019,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2020,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2021,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2022,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2023,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2024,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2025,AIEducationPrograms_CountEst,NA,NA,NA
Angola,AGO,2019,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2020,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2021,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2022,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2023,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2024,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2025,DataScientists_CountEst,NA,NA,NA
Angola,AGO,2019,ICTGraduates_AnnualEst,9203,Estimate,GSMA Est
Angola,AGO,2020,ICTGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2021,ICTGraduates_AnnualEst,44849,Estimate,WB Estimate
Angola,AGO,2022,ICTGraduates_AnnualEst,10063,Estimate,Internal Estimate
Angola,AGO,2023,ICTGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2024,ICTGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2025,ICTGraduates_AnnualEst,NA,NA,NA
Angola,AGO,2019,ProgLang_Python_UsagePercentEst,29.395124844871184,Estimate,WB Estimate
Angola,AGO,2020,ProgLang_Python_UsagePercentEst,NA,NA,NA
Angola,AGO,2021,ProgLang_Python_UsagePercentEst,NA,NA,NA
Angola,AGO,2022,ProgLang_Python_UsagePercentEst,31.27247757808949,Estimate,WB Estimate
Angola,AGO,2023,ProgLang_Python_UsagePercentEst,NA,NA,NA
Angola,AGO,2024,ProgLang_Python_UsagePercentEst,29.526368648642745,Estimate,Internal Estimate
Angola,AGO,2025,ProgLang_Python_UsagePercentEst,NA,NA,NA
Angola,AGO,2019,ProgLang_R_UsagePercentEst,3.2180990539739964,Estimate,WB Estimate
Angola,AGO,2020,ProgLang_R_UsagePercentEst,NA,NA,NA
Angola,AGO,2021,ProgLang_R_UsagePercentEst,NA,NA,NA
Angola,AGO,2022,ProgLang_R_UsagePercentEst,NA,NA,NA
Angola,AGO,2023,ProgLang_R_UsagePercentEst,7.6086523276907805,Estimate,WB Estimate
Angola,AGO,2024,ProgLang_R_UsagePercentEst,NA,NA,NA
Angola,AGO,2025,ProgLang_R_UsagePercentEst,NA,NA,NA
Angola,AGO,2019,ProgLang_Java_UsagePercentEst,NA,NA,NA
Angola,AGO,2020,ProgLang_Java_UsagePercentEst,18.29764286147607,Estimate,Internal Estimate
Angola,AGO,2021,ProgLang_Java_UsagePercentEst,15.737869808138374,Estimate,WB Estimate
Angola,AGO,2022,ProgLang_Java_UsagePercentEst,11.474388409246853,Estimate,Internal Estimate
Angola,AGO,2023,ProgLang_Java_UsagePercentEst,NA,NA,NA
Angola,AGO,2024,ProgLang_Java_UsagePercentEst,NA,NA,NA
Angola,AGO,2025,ProgLang_Java_UsagePercentEst,NA,NA,NA
Angola,AGO,2019,ProgLang_JavaScript_UsagePercentEst,NA,NA,NA
